sample_index,question_id,model,CB_SAS
202,1751,gpt-4o,0.03437814116477966
203,1811,gpt-4o,-0.07234469056129456
204,7327,gpt-4o,-0.014095962047576904
205,7094,gpt-4o,0.19341814517974854
206,1154,gpt-4o,0.17479610443115234
207,6644,gpt-4o,-0.02640235424041748
208,1724,gpt-4o,-0.0072672367095947266
209,1039,gpt-4o,0.07563480734825134
210,1242,gpt-4o,-0.014275670051574707
211,2809,gpt-4o,0.09808436036109924
212,1136,gpt-4o,0.03562936186790466
213,1805,gpt-4o,0.07786828279495239
214,7538,gpt-4o,-0.04854115843772888
215,2464,gpt-4o,0.19024387001991272
216,10791,gpt-4o,-0.12495008111000061
217,2661,gpt-4o,-0.03259725868701935
218,6127,gpt-4o,0.03332142531871796
219,4891,gpt-4o,0.11466369032859802
220,996,gpt-4o,0.08449169993400574
221,2867,gpt-4o,-0.04591527581214905
222,1975,gpt-4o,0.05481185019016266
223,4694,gpt-4o,0.0026602447032928467
224,6804,gpt-4o,0.058050379157066345
225,1382,gpt-4o,-0.15859980881214142
226,908,gpt-4o,0.04750952124595642
227,1221,gpt-4o,-0.07717208564281464
228,1058,gpt-4o,-0.06958162784576416
229,3027,gpt-4o,0.1332438588142395
230,2244,gpt-4o,-0.04022955894470215
231,6788,gpt-4o,-0.009209483861923218
232,2023,gpt-4o,0.01808670163154602
233,1971,gpt-4o,0.13479824364185333
234,2997,gpt-4o,-0.01615196466445923
235,10802,gpt-4o,0.023342788219451904
236,11183,gpt-4o,-0.07566589117050171
237,1959,gpt-4o,-0.13511738181114197
238,5003,gpt-4o,0.019312649965286255
239,2856,gpt-4o,-0.005224019289016724
240,1181,gpt-4o,0.0685427337884903
241,2806,gpt-4o,-0.04416981339454651
242,2322,gpt-4o,0.0512118935585022
243,6228,gpt-4o,0.05031415820121765
244,1741,gpt-4o,0.12272870540618896
245,1162,gpt-4o,0.0900883823633194
246,7322,gpt-4o,0.0031826794147491455
247,4800,gpt-4o,0.044358476996421814
248,7529,gpt-4o,0.08936399221420288
249,6289,gpt-4o,0.026432007551193237
250,900,gpt-4o,0.12954579293727875
251,6855,gpt-4o,-0.021812960505485535
252,1562,gpt-4o,0.040079906582832336
253,6732,gpt-4o,-0.09397801756858826
254,7015,gpt-4o,0.0004607737064361572
255,6132,gpt-4o,0.19842173159122467
256,1071,gpt-4o,-0.008104205131530762
257,7299,gpt-4o,0.048317402601242065
258,3062,gpt-4o,0.06996563076972961
259,7158,gpt-4o,0.051368847489356995
260,6257,gpt-4o,-0.032853275537490845
261,3264,gpt-4o,0.0017652809619903564
262,1863,gpt-4o,0.05850145220756531
263,1892,gpt-4o,0.014784008264541626
264,1446,gpt-4o,0.008748948574066162
265,2387,gpt-4o,0.07821983098983765
266,6492,gpt-4o,-0.08678995072841644
267,7110,gpt-4o,-0.0634063184261322
268,2401,gpt-4o,0.08854421973228455
269,6043,gpt-4o,-0.09348881244659424
270,1140,gpt-4o,0.10314720869064331
271,7497,gpt-4o,0.00879552960395813
272,11067,gpt-4o,0.04894876480102539
273,10876,gpt-4o,0.13319674134254456
274,2828,gpt-4o,-0.14035874605178833
275,1587,gpt-4o,-0.0632181465625763
276,7195,gpt-4o,-0.029285386204719543
277,1319,gpt-4o,0.012793958187103271
278,10951,gpt-4o,-0.008096188306808472
279,6775,gpt-4o,-0.07186141610145569
280,3470,gpt-4o,-0.005069896578788757
281,1664,gpt-4o,-0.11021628975868225
282,11195,gpt-4o,0.05935022234916687
283,2141,gpt-4o,-0.009342432022094727
284,11182,gpt-4o,-0.12504616379737854
285,1146,gpt-4o,0.17863702774047852
286,2427,gpt-4o,-0.020088762044906616
287,1834,gpt-4o,-0.012152090668678284
288,6301,gpt-4o,0.006165117025375366
289,3110,gpt-4o,0.016399338841438293
290,10999,gpt-4o,-0.046068549156188965
291,10894,gpt-4o,-0.07496112585067749
292,6541,gpt-4o,0.11134897172451019
293,1368,gpt-4o,0.3633904904127121
294,2873,gpt-4o,-0.14567632973194122
295,3263,gpt-4o,0.02017921209335327
296,1401,gpt-4o,-0.02428501844406128
297,7338,gpt-4o,0.0311470627784729
298,2757,gpt-4o,0.08369645476341248
299,2869,gpt-4o,0.04994654655456543
300,6926,gpt-4o,0.023805290460586548
301,4689,gpt-4o,0.009557843208312988
302,1597,gpt-4o,0.07752901315689087
303,2202,gpt-4o,0.004811108112335205
304,6655,gpt-4o,0.0871059000492096
305,7092,gpt-4o,0.06964525580406189
306,6435,gpt-4o,-0.004708349704742432
307,3017,gpt-4o,-0.029124021530151367
308,4881,gpt-4o,0.06638689339160919
309,11097,gpt-4o,-0.03475174307823181
310,1676,gpt-4o,0.009340375661849976
311,985,gpt-4o,-0.033068567514419556
312,1749,gpt-4o,-0.06401872634887695
313,2299,gpt-4o,0.013711988925933838
314,1035,gpt-4o,-0.03230133652687073
315,936,gpt-4o,0.11206984519958496
316,3178,gpt-4o,-0.010325849056243896
317,894,gpt-4o,0.16430339217185974
318,2726,gpt-4o,-0.04686914384365082
319,3023,gpt-4o,-0.00037744641304016113
320,7664,gpt-4o,-0.023183315992355347
321,7373,gpt-4o,0.11764207482337952
322,986,gpt-4o,-0.10124659538269043
323,1679,gpt-4o,0.13473111391067505
324,2957,gpt-4o,-0.0072602033615112305
325,6397,gpt-4o,0.05864691734313965
326,6739,gpt-4o,-0.1878666877746582
327,7074,gpt-4o,-0.08715900778770447
328,1980,gpt-4o,-0.037392228841781616
329,7176,gpt-4o,0.011274546384811401
330,1495,gpt-4o,0.02923297882080078
331,6149,gpt-4o,0.15074855089187622
332,5045,gpt-4o,0.03355012834072113
333,2354,gpt-4o,-0.04341508448123932
334,2176,gpt-4o,-0.16816608607769012
335,6074,gpt-4o,0.16010892391204834
336,4705,gpt-4o,-0.057364627718925476
337,1183,gpt-4o,-0.0408155620098114
338,6941,gpt-4o,0.03152427077293396
339,11059,gpt-4o,0.0764998346567154
340,7446,gpt-4o,-0.042966991662979126
341,3372,gpt-4o,-0.048725709319114685
342,1260,gpt-4o,-0.034909576177597046
343,1029,gpt-4o,-0.09085626900196075
344,1946,gpt-4o,-0.023221105337142944
345,2168,gpt-4o,0.0907522439956665
346,5049,gpt-4o,0.026254728436470032
347,1656,gpt-4o,0.19505974650382996
348,3089,gpt-4o,-0.037850797176361084
349,6012,gpt-4o,0.06283611059188843
350,2036,gpt-4o,0.1474379301071167
351,7560,gpt-4o,-0.08806556463241577
352,11065,gpt-4o,0.12059420347213745
353,7240,gpt-4o,0.05592194199562073
354,2544,gpt-4o,0.0597878098487854
355,1649,gpt-4o,0.03394895792007446
356,6861,gpt-4o,-0.12342430651187897
357,2421,gpt-4o,0.04842004179954529
358,4669,gpt-4o,0.05391395092010498
359,3435,gpt-4o,0.017608657479286194
360,7355,gpt-4o,-0.014007478952407837
361,7257,gpt-4o,0.0914556086063385
362,7153,gpt-4o,-0.015998363494873047
363,11019,gpt-4o,-0.09641075134277344
364,7397,gpt-4o,-0.08115111291408539
365,7640,gpt-4o,-0.06265360116958618
366,11212,gpt-4o,-0.02216547727584839
367,6539,gpt-4o,-0.019986331462860107
368,1947,gpt-4o,0.04171299934387207
369,2918,gpt-4o,0.10644650459289551
370,6770,gpt-4o,0.12194952368736267
371,2566,gpt-4o,-0.03149010241031647
372,7198,gpt-4o,0.10983143746852875
373,6004,gpt-4o,-0.04115915298461914
374,1020,gpt-4o,0.17240262031555176
375,3125,gpt-4o,-0.14100652933120728
376,6245,gpt-4o,0.03168970346450806
377,6190,gpt-4o,-0.07396602630615234
378,6890,gpt-4o,-0.015011012554168701
379,6067,gpt-4o,-0.06218314170837402
380,5048,gpt-4o,-0.05078667402267456
381,6706,gpt-4o,-0.07483786344528198
382,1619,gpt-4o,0.06284260749816895
383,2243,gpt-4o,0.08570048213005066
384,4942,gpt-4o,0.08134478330612183
385,2394,gpt-4o,0.06827235221862793
386,6676,gpt-4o,0.04519006609916687
387,2504,gpt-4o,0.04270802438259125
388,11077,gpt-4o,0.01757049560546875
389,7399,gpt-4o,-0.03548958897590637
390,2398,gpt-4o,0.028829827904701233
391,7016,gpt-4o,-0.09424301981925964
392,1796,gpt-4o,-0.03541728854179382
393,889,gpt-4o,0.07039535045623779
394,11142,gpt-4o,0.12641671299934387
395,2268,gpt-4o,0.03807258605957031
396,7093,gpt-4o,0.05428700149059296
397,4687,gpt-4o,0.0349116325378418
398,11157,gpt-4o,-0.008930712938308716
399,10825,gpt-4o,0.014725685119628906
400,7630,gpt-4o,-0.1475020796060562
401,6327,gpt-4o,-0.1567700356245041
402,2117,gpt-4o,0.08598998188972473
403,2538,gpt-4o,0.031827569007873535
404,3402,gpt-4o,-0.032185524702072144
405,11217,gpt-4o,-0.041665613651275635
406,1561,gpt-4o,0.006768286228179932
407,2316,gpt-4o,-0.08258360624313354
408,6271,gpt-4o,-0.06669062376022339
409,7501,gpt-4o,0.16340097784996033
410,11055,gpt-4o,0.11098435521125793
411,6617,gpt-4o,0.06738576292991638
412,3394,gpt-4o,-0.0660271942615509
413,5015,gpt-4o,0.012951254844665527
414,1005,gpt-4o,0.016087234020233154
415,11170,gpt-4o,-0.01099899411201477
416,10957,gpt-4o,-0.0462641716003418
417,1175,gpt-4o,0.12065529823303223
418,3007,gpt-4o,0.03751254081726074
419,7267,gpt-4o,0.06539061665534973
420,6938,gpt-4o,-0.05403819680213928
421,2668,gpt-4o,-0.11621889472007751
422,10806,gpt-4o,-0.06802007555961609
423,4839,gpt-4o,0.0632181465625763
424,6512,gpt-4o,-0.10729923844337463
425,6034,gpt-4o,-0.08994269371032715
426,3509,gpt-4o,0.051329612731933594
427,6697,gpt-4o,-0.003922134637832642
428,7649,gpt-4o,0.045497387647628784
429,7087,gpt-4o,0.009937137365341187
430,870,gpt-4o,0.0316697359085083
431,3350,gpt-4o,-0.02015015482902527
432,11042,gpt-4o,-0.0040888190269470215
433,1648,gpt-4o,-0.07999745011329651
434,1149,gpt-4o,-0.03478296101093292
435,10803,gpt-4o,0.06481611728668213
436,1875,gpt-4o,-0.0672641396522522
437,2863,gpt-4o,0.011519432067871094
438,991,gpt-4o,-0.07829196751117706
439,2314,gpt-4o,0.0801498293876648
440,7508,gpt-4o,-0.04383435845375061
441,3444,gpt-4o,-0.10192404687404633
442,6671,gpt-4o,-0.01353222131729126
443,3267,gpt-4o,-0.0961569994688034
444,2236,gpt-4o,0.12464851140975952
445,1055,gpt-4o,0.08640137314796448
446,6384,gpt-4o,0.06379607319831848
447,3424,gpt-4o,0.14983892440795898
448,1185,gpt-4o,0.002022355794906616
449,7345,gpt-4o,0.015827566385269165
450,6715,gpt-4o,-0.0766313225030899
451,7268,gpt-4o,-0.0002751201391220093
452,6609,gpt-4o,-0.008695989847183228
453,1841,gpt-4o,0.04606647789478302
454,7192,gpt-4o,0.0364173948764801
455,3423,gpt-4o,0.10749760270118713
456,2730,gpt-4o,0.021158263087272644
457,1479,gpt-4o,-0.07316970825195312
458,1004,gpt-4o,-0.0909285843372345
459,6932,gpt-4o,0.16222840547561646
460,1621,gpt-4o,0.04348763823509216
461,7030,gpt-4o,0.0806003212928772
462,4828,gpt-4o,-0.09269016981124878
463,7556,gpt-4o,0.039536431431770325
464,10931,gpt-4o,0.1684316098690033
465,6925,gpt-4o,-0.011593788862228394
466,11272,gpt-4o,0.13789045810699463
467,6452,gpt-4o,0.04465635120868683
468,6014,gpt-4o,0.05747905373573303
469,3331,gpt-4o,-0.09983894228935242
470,1017,gpt-4o,-0.004359766840934753
471,2560,gpt-4o,-0.0424782931804657
472,4824,gpt-4o,-0.020015999674797058
473,7132,gpt-4o,-0.004544436931610107
474,1860,gpt-4o,0.1942155361175537
475,1174,gpt-4o,0.0848989337682724
476,7623,gpt-4o,0.2685306966304779
477,3446,gpt-4o,0.06802396476268768
478,2269,gpt-4o,-0.13453850150108337
479,2825,gpt-4o,-0.06200508773326874
480,2617,gpt-4o,0.052077025175094604
481,1962,gpt-4o,-0.0026748180389404297
482,1638,gpt-4o,0.03889179229736328
483,6868,gpt-4o,0.22387054562568665
484,7113,gpt-4o,0.0373075008392334
485,6620,gpt-4o,-0.14157256484031677
486,6060,gpt-4o,-0.03307843208312988
487,7544,gpt-4o,0.11506949365139008
488,944,gpt-4o,0.12616270780563354
489,11256,gpt-4o,0.008375018835067749
490,3031,gpt-4o,-0.1504489779472351
491,7112,gpt-4o,-0.005301386117935181
492,1044,gpt-4o,-0.16797316074371338
493,7116,gpt-4o,0.1662200540304184
494,7325,gpt-4o,0.06497335433959961
495,1224,gpt-4o,0.07911300659179688
496,7054,gpt-4o,0.14239811897277832
497,1040,gpt-4o,0.19509269297122955
498,3422,gpt-4o,-0.021047532558441162
499,2136,gpt-4o,0.07978320121765137
500,7256,gpt-4o,-0.04590687155723572
